prioridad,tipo,columna,presentacion_key,valor,motivo,filas,en_alcance,ejemplo_producto,sugerencia_unidad,sugerencia_contenido
1159,presentacion,presentacion,VE7741X0. 18 PLGS. PARED Y PEDESTAL. 3 VELOCIDADES,Ve7741x0. 18 Plgs. Pared y Pedestal. 3 Velocidades,sin_cantidad,230,False,Ventiladores,,
1160,presentacion,presentacion,HND55. LITTLE PEOPLE. DISNEY PRINCESS. CASTILLO DE LUCES MAGICAS Y BAILE,Hnd55. Little People. Disney Princess. Castillo de Luces Mágicas y Baile,sin_cantidad,229,False,Varios,,
1161,presentacion,presentacion,HXN01. BARBIE. PIJAMADA,Hxn01. Barbie. Pijamada,sin_cantidad,229,False,Muñecas,,
1162,presentacion,presentacion,C.B. 015411. LA CASA DE LOS FAMOSOS. MEXICO,C.b. 015411. la Casa de los Famosos. México,sin_cantidad,228,False,Juegos de Mesa,,
1163,presentacion,presentacion,"EK-501 GF. 30 PLGS. 6 QUEMADORES, ENCENDIDO ELECTRONICO. COLOR ACERO","Ek-501 Gf. 30 Plgs. 6 Quemadores, Encendido Electrónico. Color Acero",sin_cantidad,228,False,Estufas,,
1164,presentacion,presentacion,25430,25430,sin_cantidad,227,False,Sandwicheras,,
1165,presentacion,presentacion,31151. CREATOR. T-REX LE TYRANNOSAURE,31151. Creator. T-rex Le Tyrannosaure,sin_cantidad,227,False,Juguetes Armables,,
1166,presentacion,presentacion,BLANCA MANGA CORTA CUELLO SPORT CON BOLSA. TALLA 12-16. (90% POLIESTER-10% ALGODON),Blanca Manga Corta Cuello Sport con Bolsa. Talla 12-16. (90% Poliester-10% Algodon),sin_cantidad,227,False,Camisa Escuela Oficial,,
1167,presentacion,presentacion,HBY29. BARBIE. CONVERTIBLE (CON MUNECA),Hby29. Barbie. Convertible (con Muñeca),sin_cantidad,227,False,Motos y Carros Mecánicos,,
1168,presentacion,presentacion,PRINCIPE DE GALES. TALLA 28-32 (PRETINA PARA CINTURON),Principe de Gales. Talla 28-32 (pretina para Cinturón),sin_cantidad,227,False,Pantalón Escuela Oficial,,
1169,presentacion,presentacion,F6818. MONOPOLY. LA PELICULA. SUPER MARIO BROS,F6818. Monopoly. la Película. Super Mario Bros.,sin_cantidad,226,False,Juegos de Mesa,,
1170,presentacion,presentacion,IDEAPAD 1I 15IGL7. LAPTOP (GRIS). INTEL CELERON/WINDOWS 11. DISCO DURO 256 GB SSD/MEMORIA RAM 8 GB. 15.6 PLGS,Ideapad 1i 15igl7. Laptop (gris). Intel Celeron/windows 11. Disco Duro 256 Gb Ssd/memoria Ram 8 Gb. 15.6 Plgs.,sin_cantidad,226,False,Computadoras Portátiles,,
1171,presentacion,presentacion,JFR24. IMAGINEXT. JURASSIC WORLD. SPIRANOSAURIO VELOZ,Jfr24. Imaginext. Jurassic World. Spiranosaurio Veloz,sin_cantidad,226,False,Varios,,
1172,presentacion,presentacion,CB: 016593. ¡CORRO CORRO ABEJORRO!,Cb: 016593. ¡corro Corro Abejorro!,sin_cantidad,225,False,Juegos de Mesa,,
1173,presentacion,presentacion,HKD80. BARBIE. SKIPPER FIRST JOBS. PARQUE ACUATICO,Hkd80. Barbie. Skipper First Jobs. Parque Acuático,sin_cantidad,225,False,Muñecas,,
1174,presentacion,presentacion,#6070503. DC. BATMAN. (GIGANTE),#6070503. Dc. Batman. (gigante),sin_cantidad,224,False,Muñecos,,
1175,presentacion,presentacion,55A65KV. 55 PLGS. LED. PUERTO USB. SMART TV,55a65kv. 55 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,224,False,Pantallas,,
1176,presentacion,presentacion,HNM32. IMAGINEXT. XL DC SUPER FRIENDS. BATIMOTO XL Y BATMAN,Hnm32. Imaginext. Xl Dc Super Friends. Batimoto Xl y Batman,sin_cantidad,224,False,Motos y Carros Mecánicos,,
1177,presentacion,presentacion,ASST. GKJ63 HRD40. POLLY POCKET. ESTUCHE DE BOLSO 2 EN 1. FAMILIA DE PEREZOSOS,Asst. Gkj63 Hrd40. Polly Pocket. Estuche de Bolso 2 en 1. Familia de Perezosos,sin_cantidad,223,False,Varios,,
1178,presentacion,presentacion,HRM09. BARBIE AND STACIE. TO THE RESCUE.STACIE Y BARBIE,Hrm09. Barbie And Stacie. To The Rescue.stacie y Barbie,sin_cantidad,223,False,Muñecas,,
1179,presentacion,presentacion,HWX17. DISNEY PRINCESS. CARRUAJE TRANSFORMACION MAGICA,Hwx17. Disney Princess. Carruaje Transformación Mágica,sin_cantidad,223,False,Varios,,
1180,presentacion,presentacion,100% ACRILICO. TALLA 32-36. CERRADO CUELLO V,100% Acrilico. Talla 32-36. Cerrado Cuello V,sin_cantidad,221,False,Suéter Escuela Oficial,,
1181,presentacion,presentacion,100% ACRILICO. TALLA 38-40. ABIERTO CON BOTONES,100% Acrilico. Talla 38-40. Abierto con Botones,sin_cantidad,221,False,Suéter Escuela Oficial,,
1182,presentacion,presentacion,KG. ENTERO. SIN MENUDENCIAS,Kg. Entero. Sin Menudencias,sin_cantidad,221,False,Pavo,,
1183,presentacion,presentacion,#6071134. DC. BATMAN (RENACIMIENTO),#6071134. Dc. Batman (renacimiento),sin_cantidad,220,False,Muñecos,,
1184,presentacion,presentacion,46299. CAPACIDAD 12 TAZAS,46299. Capacidad 12 Tazas,sin_cantidad,220,False,Cafeteras,,
1185,presentacion,presentacion,NINTENDO SWITCH. LEYENDAS POKEMON ZA,Nintendo Switch. Leyendas Pokémon Za,sin_cantidad,220,False,Videojuegos,,
1186,presentacion,presentacion,#6074675. DC. NINJA STRIKE. THE JOKER,#6074675. Dc. Ninja Strike. The Joker,sin_cantidad,219,False,Muñecos,,
1187,presentacion,presentacion,62631. MANUAL. 6 VELOCIDADES,62631. Manual. 6 Velocidades,sin_cantidad,219,False,Batidoras,,
1188,presentacion,presentacion,MH 7032 JAS. 1.05 PIES CUBICOS. DORADOR. COLOR NEGRO/ESPEJO,Mh 7032 Jas. 1.05 Pies Cúbicos. Dorador. Color Negro/espejo,sin_cantidad,219,False,Horno de Microondas,,
1189,presentacion,presentacion,#6069755/#20146557. GABBY S DOLLHOUSE. GABBY S PARTY ROOM PLAY SET,#6069755/#20146557. Gabby´s Dollhouse. Gabby´s Party Room Play Set,sin_cantidad,218,False,Varios,,
1190,presentacion,presentacion,HYP45. THOMAS & FRIENDS. PISTA DE TRENES INTERACTIVOS DE THOMAS Y BRUNO,Hyp45. Thomas & Friends. Pista de Trenes Interactivos de Thomas y Bruno,sin_cantidad,218,False,Varios,,
1191,presentacion,presentacion,INSTAX MINI LIPLAY. MEGAPIXELES 5. LENTE ZOOM 28 MM (FIJO),Instax Mini Liplay. Megapixeles 5. Lente Zoom 28 Mm (fijo),sin_cantidad,218,False,Cámaras Digitales,,
1192,presentacion,presentacion,MOTO G06. ANDROID 15/MEMORIA INTERNA 128 GB. CAMARA 50 MP/FRONTAL 8 MP. 6.8 PLGS. MICRO SD HASTA 1 TB,Moto G06. Android 15/memoria Interna 128 GB. Cámara 50 MP/frontal 8 MP. 6.8 Plgs. Micro Sd Hasta 1 TB,sin_cantidad,218,False,Celulares,,
1193,presentacion,presentacion,TIPO POLO. TRICOLOR (CON FRANJAS AZUL Y ROJO EN CUELLO Y MANGAS). TALLA 4-10 (50% ALGODON 50% POLIESTER),Tipo Polo. Tricolor (con Franjas Azul y Rojo en Cuello y Mangas). Talla 4-10 (50% Algodón 50% Poliester),sin_cantidad,218,False,Playera Blanca,,
1194,presentacion,presentacion,PRINCIPE DE GALES. TALLA 12-16 (BOXER. RESORTE EN PRETINA),Principe de Gales. Talla 12-16 (boxer. Resorte en Pretina),sin_cantidad,217,False,Pantalón Escuela Oficial,,
1195,presentacion,presentacion,#6074338. GABBY S DOLLHOUSE. GABBY SIRENE CHANSON ET LUMIERES,#6074338. Gabby´s Dollhouse. Gabby´ Siréne Chanson Et Lumiéres,sin_cantidad,216,False,Muñecas Eléctricas,,
1196,presentacion,presentacion,E7879. MARVEL. AVENGERS. THOR,E7879. Marvel. Avengers. Thor,sin_cantidad,216,False,Muñecos,,
1197,presentacion,presentacion,GJM77. DESAFIO DE LA RULETA,Gjm77. Desafio de la Ruleta,sin_cantidad,216,False,Autopistas,,
1198,presentacion,presentacion,ART. NAC 68000. NANCY. ¿QUE HAY EN MI BOLSO?,Art. Nac 68000. Nancy. ¿qué Hay en Mi Bolso?,sin_cantidad,215,False,Muñecas,,
1199,presentacion,presentacion,HRK69. IMAGINEXT. JURASSIC WORLD ¡CAPTURA AL DINOSAURIO!,Hrk69. Imaginext. Jurassic World ¡captura al Dinosaurio!,sin_cantidad,215,False,Motos y Carros Mecánicos,,
1200,presentacion,presentacion,"HS205. BLUETOOTH, USB. POTENCIA 60 W. SONIDO 2","Hs205. Bluetooth, Usb. Potencia 60 W. Sonido 2",sin_cantidad,215,False,Barra de Sonido,,
1201,presentacion,presentacion,MF200D150WB/T. 15/8 KG. TAMBOR. CENTRIFUGADO Y SECADO. COLOR TITANIO,Mf200d150wb/t. 15/8 Kg. Tambor. Centrifugado y Secado. Color Titanio,cantidades_alternativas,215,False,Lavadoras,kg,15.0
1202,correccion_texto,presentacion,,Art. Nac 68000. Nancy. ¿qué Hay en Mi Bolso?,sin_candidato_unico,215,False,Muñecas,,
1203,presentacion,presentacion,#6074673. DC. NINJA STRIKE. BATMAN,#6074673. Dc. Ninja Strike. Batman,sin_cantidad,214,False,Muñecos,,
1204,presentacion,presentacion,74-7701. COLOR PETS. PINTA Y BANALOS. GUARDERIA,74-7701. Color Pets. Pinta y Bañalos. Guarderia,sin_cantidad,214,False,Varios,,
1205,presentacion,presentacion,G0518. PEPPA PIG. PEPPA MUSICAL,G0518. Peppa Pig. Peppa Músical,sin_cantidad,214,False,Varios,,
1206,presentacion,presentacion,JGB87. JURASSIC WORLD. UTAHRAPTOR O MAIASAURA O NASUTOCERAPTOPS,Jgb87. Jurassic World. Utahraptor o Maiasaura o Nasutoceraptops,sin_cantidad,214,False,Varios,,
1207,presentacion,presentacion,PRINCIPE DE GALES. TALLA 34-38 (PRETINA PARA CINTURON),Principe de Gales. Talla 34-38 (pretina para Cinturón),sin_cantidad,214,False,Pantalón Escuela Oficial,,
1208,presentacion,presentacion,XBOX SERIES X. EA SPORTS. FC 26,Xbox Series X. Ea Sports. Fc 26,sin_cantidad,214,False,Videojuegos,,
1209,presentacion,presentacion,32A4HV. 32 PLGS. LED. PUERTO USB. SMART TV,32a4hv. 32 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,213,False,Pantallas,,
1210,presentacion,presentacion,G1726. CANDY LAND,G1726. Candy Land,sin_cantidad,213,False,Juegos de Mesa,,
1211,presentacion,presentacion,"GWD 85. DISNEY. STAR WARS. THE MANDALORIAN.""GROGU""","Gwd 85. Disney. Star Wars. The Mandalorian.""grogu""",sin_cantidad,213,False,Muñecos,,
1212,presentacion,presentacion,HHM99. MESA CONSTRUYE Y DERRIBA,Hhm99. Mesa Construye y Derriba,sin_cantidad,213,False,Juguetes Armables,,
1213,presentacion,presentacion,GO 3. DURACION DE BATERIA 5 H. POTENCIA 4.2 W,Go 3. Duración de Bateria 5 H. Potencia 4.2 W,sin_cantidad,212,False,Minibocinas Portátiles Bluetooth,,
1214,presentacion,presentacion,F 0254 AST. MARVEL. AVENGERS. END GAME. IRON MAN,F 0254 Ast. Marvel. Avengers. End Game. Iron Man,sin_cantidad,210,False,Muñecos,,
1215,presentacion,presentacion,HGV87. MONSTER TRUCKS. HW UNSTOPPABLE TIGER SHARK,Hgv87. Monster Trucks. Hw Unstoppable Tiger Shark,sin_cantidad,210,False,Motos y Carros Eléctricos,,
1216,presentacion,presentacion,#6072600. PAW PATROL. RAPID RELOAD FIRE TRUCK,#6072600. Paw Patrol. Rapid Reload Fire Truck,sin_cantidad,209,False,Motos y Carros Eléctricos,,
1217,presentacion,presentacion,100% ACRILICO. TALLA 38-40. CERRADO CUELLO V,100% Acrilico. Talla 38-40. Cerrado Cuello V,sin_cantidad,209,False,Suéter Escuela Oficial,,
1218,presentacion,presentacion,1372. TRICICLO. TRAX UNICORNIO,1372. Triciclo. Trax Unicornio,sin_cantidad,209,False,Juguetes Montables,,
1219,presentacion,presentacion,HVY26. IMAGINEXT. JURASSIC WORLD. SET DE JUEGO EVO SCANER,Hvy26. Imaginext. Jurassic World. Set de Juego Evo Scaner,sin_cantidad,209,False,Varios,,
1220,presentacion,presentacion,SONY PS5. BATTLEFIELD 6,Sony Ps5. Battlefield 6,sin_cantidad,209,False,Videojuegos,,
1221,presentacion,presentacion,58A6GR. 58 PLGS. LED. PUERTO USB. SMART TV,58a6gr. 58 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,208,False,Pantallas,,
1222,presentacion,presentacion,CB: 016579. TRIGGLE,Cb: 016579. Triggle,sin_cantidad,208,False,Juegos de Mesa,,
1223,presentacion,presentacion,XBOX SERIES X. XBOX ONE. CALL OF DUTY BLACK OPS 6,Xbox Series X. Xbox One. Call Of Duty Black Ops 6,sin_cantidad,207,False,Videojuegos,,
1224,presentacion,presentacion,CAJA 12 CERAS. JUMBO. REDONDO,Caja 12 Ceras. Jumbo. Redondo,sin_cantidad,206,False,Crayones,,
1225,presentacion,presentacion,HJL66. BARBIE. CLOSET DE LUJO CON MUNECA,Hjl66. Barbie. Closet de Lujo con Muñeca,sin_cantidad,206,False,Varios,,
1226,presentacion,presentacion,"JCT47. IMAGINEXT. DC SUPER FRIENDS. SUPERMAN, INSIDER CON EXOTRAJE","Jct47. Imaginext. Dc Super Friends. Superman, Insider con Exotraje",sin_cantidad,206,False,Muñecos Eléctricos,,
1227,presentacion,presentacion,HMX55. IMAGINEXT. DC SUPER FRIENDS. LA CASA DE LA RISA DEL GUASON,Hmx55. Imaginext. Dc Super Friends. la Casa de la Risa del Guasón,sin_cantidad,205,False,Varios,,
1228,presentacion,presentacion,HPB52. CELEBRACION DEL CASTILLO DE DISNEY,Hpb52. Celebración del Castillo de Disney,sin_cantidad,205,False,Juguetes Armables,,
1229,presentacion,presentacion,JGX01. CAJA REGISTRADORA. ESCANEA Y APRENDE,Jgx01. Caja Registradora. Escanea y Aprende,sin_cantidad,205,False,Juguetes Educativos,,
1230,presentacion,presentacion,HXT77. WOODEN. ANILLOS APILABLES,Hxt77. Wooden. Anillos Apilables,sin_cantidad,204,False,Varios,,
1231,presentacion,presentacion,#6069913. TEEN TITANS GO! BOOTY SCOOTY ROBIN,#6069913. Teen Titans Go! Booty Scooty Robin,sin_cantidad,203,False,Muñecos Eléctricos,,
1232,presentacion,presentacion,HPN72. MONSTER TRUCKS. GUNKSTER. OOZE BATTLE,Hpn72. Monster Trucks. Gunkster. Ooze Battle,sin_cantidad,203,False,Autopistas,,
1233,presentacion,presentacion,JFD12. STUNT TRUCKS. CHOQUE EN EL AIRE,Jfd12. Stunt Trucks. Choque en el Aire,sin_cantidad,203,False,Autopistas,,
1234,presentacion,presentacion,#6074836. DORA. CANTA Y EXPLORA,#6074836. Dora. Canta y Explora,sin_cantidad,202,False,Muñecas Eléctricas,,
1235,presentacion,presentacion,HXP10. CELEBRACION DEL CASTILLO DE DISNEY (CAJA),Hxp10. Celebración del Castillo de Disney (caja),sin_cantidad,202,False,Juguetes Armables,,
1236,presentacion,presentacion,IDEAPAD SLIM 3 15IAH8. 83ER004NLM. LAPTOP (GRIS). INTEL CORE I5/WINDOWS 11. DISCO DURO 512 GB SSD/MEMORIA RAM 8 GB. 15.6 PLGS,Ideapad Slim 3 15iah8. 83er004nlm. Laptop (gris). Intel Core I5/windows 11. Disco Duro 512 GB SSD/memoria RAM 8 GB. 15.6 Plgs.,sin_cantidad,202,False,Computadoras Portátiles,,
1237,presentacion,presentacion,JFF08. DISNEY MOANA 2. TAUTAI MOANA NADADORA,Jff08. Disney Moana 2. Tautai Moana Nadadora,sin_cantidad,202,False,Muñecas,,
1238,presentacion,presentacion,TABLEADA CON BOTON Y CIERRE. BLANCA TALLA 34-38,Tableada con Boton y Cierre. Blanca Talla 34-38,sin_cantidad,202,False,Falda Escuela Oficial,,
1239,presentacion,presentacion,TIPO POLO. TRICOLOR (CON FRANJAS AZUL Y ROJO EN CUELLO Y MANGAS). TALLA 12-18 (50% ALGODON 50% POLIESTER),Tipo Polo. Tricolor (con Franjas Azul y Rojo en Cuello y Mangas). Talla 12-18 (50% Algodón 50% Poliester),sin_cantidad,202,False,Playera Blanca,,
1240,presentacion,presentacion,ASST. HLP23 HTK79. JURASSIC WORLD. EPIC EVOLUTION. RASTREADORES GIGANTESCOS. TRICERAPTOS,Asst. Hlp23 Htk79. Jurassic World. Epic Evolution. Rastreadores Gigantescos. Triceraptos,sin_cantidad,201,False,Varios,,
1241,presentacion,presentacion,CCB70. GIMNASIO ETAPAS CRECE CONMIGO,Ccb70. Gimnasio Etapas Crece Conmigo,sin_cantidad,201,False,Juguetes de Destreza,,
1242,presentacion,presentacion,#6074334. DORA. MY ADVENTURE. BACKPACK,#6074334. Dora. My Adventure. Backpack,sin_cantidad,200,False,Varios,,
1243,presentacion,presentacion,ART. NAC 45000. NANCY. UN DIA DE LOOK BRILLANTE,Art. Nac 45000. Nancy. Un Día de Look Brillante,sin_cantidad,200,False,Muñecas,,
1244,presentacion,presentacion,HHR60. SAC DE CONSTUCTION ABC. 30 BLOCKS,Hhr60. Sac de Constuction Abc. 30 Blocks,sin_cantidad,199,False,Juguetes Armables,,
1245,presentacion,presentacion,JPF39. BARBIE. TWINNING. LOOKS (RENEE Y PERRITO),Jpf39. Barbie. Twinning. Looks (renee y Perrito),sin_cantidad,199,False,Muñecas,,
1246,presentacion,presentacion,71597. ACTION HEROES. TRANSPORTADOR DE DINERO,71597. Action Heroes. Transportador de Dinero,sin_cantidad,198,False,Varios,,
1247,presentacion,presentacion,ASST. GKJ63 HWP03. POLLY POCKET. CARTERA DE CABALLITO DE MAR DADDY & ME,Asst. Gkj63 Hwp03. Polly Pocket. Cartera de Caballito de Mar Daddy & Me,sin_cantidad,198,False,Varios,,
1248,presentacion,presentacion,HVY42. LITTLE PEOPLE. CAMPER DE LOS SUENOS,Hvy42. Little People. Camper de los Sueños,sin_cantidad,198,False,Motos y Carros Eléctricos,,
1249,presentacion,presentacion,HTH71. POKEMON. EEVEE CON MOVIMIENTO,Hth71. Pokémon. Eevee con Movimiento,sin_cantidad,197,False,Juguetes Armables,,
1250,presentacion,presentacion,JFC93. BLOQUES DE ANIMALES (250 BLOCKS),Jfc93. Bloques de Animales (250 Blocks),sin_cantidad,197,False,Juguetes Armables,,
1251,presentacion,presentacion,PATA DE GALLO. TALLA 12-16 (PRETINA PARA CINTURON),Pata de Gallo. Talla 12-16 (pretina para Cinturón),sin_cantidad,197,False,Pantalón Escuela Oficial,,
1252,presentacion,presentacion,PRINCIPE DE GALES. TALLA 12-16 (PRETINA PARA CINTURON),Principe de Gales. Talla 12-16 (pretina para Cinturón),sin_cantidad,197,False,Pantalón Escuela Oficial,,
1253,presentacion,presentacion,985761 EUC. L.O.L. SURPRISE! O.M.G. UPTOWN GIRL O PINK CHICK O ROLLER CHICK O ?,985761 Euc. L.o.l. Surprise! O.m.g. Uptown Girl o Pink Chick o Roller Chick o ?,sin_cantidad,195,False,Muñecas,,
1254,presentacion,presentacion,JCA-4322. 30 JUEGOS INFANTILES,Jca-4322. 30 Juegos Infantiles,sin_cantidad,195,False,Juegos de Mesa,,
1255,correccion_texto,presentacion,,985761 Euc. L.o.l. Surprise! O.m.g. Uptown Girl o Pink Chick o Roller Chick o ?,sin_candidato_unico,195,False,Muñecas,,
1256,presentacion,presentacion,55 S 446. 55 PLGS. LED. PUERTO USB. SMART TV,55 S 446. 55 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,194,False,Pantallas,,
1257,presentacion,presentacion,75 NANO 77 SRA. 75 PLGS. LED. PUERO USB. SMART TV,75 Nano 77 Sra. 75 Plgs. Led. Puero Usb. Smart Tv.,sin_cantidad,194,False,Pantallas,,
1258,presentacion,presentacion,ART. 700017106. NANCY. CURLY POWER,Art. 700017106. Nancy. Curly Power,sin_cantidad,194,False,Muñecas,,
1259,presentacion,presentacion,GALAXY A 03 S. ANDROID 11/MEMORIA INTERNA 64 GB. CAMARA 13 MP + 2 MP + 2 MP/ FRONTAL 5 MP. 6.5 PLGS. MICRO SD HASTA 1 TB,Galaxy a 03 S. Android 11/memoria Interna 64 Gb. Camara 13 Mp + 2 Mp + 2 Mp/ Frontal 5 Mp. 6.5 Plgs. Micro Sd Hasta 1 Tb,sin_cantidad,194,False,Celulares,,
1260,presentacion,presentacion,JFF50. BOLSA DE BLOQUES GRANDE (130 BLOCKS),Jff50. Bolsa de Bloques Grande (130 Blocks),sin_cantidad,194,False,Juguetes Armables,,
1261,presentacion,presentacion,PATA DE GALLO. TALLA 6-10 (BOXER. RESORTE EN PRETINA),Pata de Gallo. Talla 6-10 (boxer. Resorte en Pretina),sin_cantidad,194,False,Pantalón Escuela Oficial,,
1262,presentacion,presentacion,TO4125-0SDLA,To4125-0sdla,sin_cantidad,193,False,Horno Eléctrico,,
1263,presentacion,presentacion,#6072598. DORA. BAILA CONMIGO,#6072598. Dora. Baila Conmigo,sin_cantidad,192,False,Muñecas Eléctricas,,
1264,presentacion,presentacion,ART. PNY 56000. PINYPON. ART,Art. Pny 56000. Pinypon. Art,sin_cantidad,192,False,Muñecas,,
1265,presentacion,presentacion,BLADE A52 LITE. ANDROID 11 GO/ 64 GB. 13 MP + 2 MP + 2 MP/FRONTAL 5 MP. 6.52 PLGS. MICRO SD HASTA 1 TB,Blade A52 Lite. Android 11 Go/ 64 Gb. 13 Mp + 2 Mp + 2 Mp/frontal 5 Mp. 6.52 Plgs. Micro Sd Hasta 1 Tb,sin_cantidad,192,False,Celulares,,
1266,presentacion,presentacion,50 NANO 75 SQA. 50 PLGS. LED. PUERTO USB. SMART TV,50 Nano 75 Sqa. 50 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,191,False,Pantallas,,
1267,presentacion,presentacion,KG. AHUMADO. MARINADO,Kg. Ahumado. Marinado,sin_cantidad,191,False,Pavo,,
1268,presentacion,presentacion,G0541. PEPPA PIG. EL GRAN AUTO DE LA FAMILIA DE PEPPA,G0541. Peppa Pig. el Gran Auto de la Familia de Peppa,sin_cantidad,190,False,Motos y Carros Mecánicos,,
1269,presentacion,presentacion,HNG50. CITY. CAMION TRAILER DE TIRANOSAURIO REX DEFINITIVO,Hng50. City. Camión Trailer de Tiranosaurio Rex Definitivo,sin_cantidad,190,False,Autopistas,,
1270,presentacion,presentacion,504047-EUC. L.O.L. SURPRISE. COSTUME SURPRISE TWEENS,504047-euc. L.o.l. Surprise. Costume Surprise Tweens,sin_cantidad,189,False,Varios,,
1271,presentacion,presentacion,55U65H. 55 PLGS. LED. PUERTO USB. SMART TV,55u65h. 55 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,189,False,Pantallas,,
1272,presentacion,presentacion,75 S 454. 75 PLGS. LED. PUERTO USB. SMART TV,75 S 454. 75 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,189,False,Pantallas,,
1273,presentacion,presentacion,JGK23. POLY POCKET. COMPACTO MUNDO DE ENSUENO O COMPACTO DE PLANETA POLLY,Jgk23. Poly Pocket. Compacto Mundo de Ensueño o Compacto de Planeta Polly,sin_cantidad,188,False,Varios,,
1274,presentacion,presentacion,SONY PS5. CALL OF DUTY BLACK OPS 6,Sony Ps5. Call Of Duty Black Ops 6,sin_cantidad,188,False,Videojuegos,,
1275,presentacion,presentacion,#6069243. DC. BATMAN. BATMAN O KILLER CROC O KILLER SHARK,#6069243. Dc. Batman. Batman o Killer Croc o Killer Shark,sin_cantidad,187,False,Muñecos,,
1276,presentacion,presentacion,#6072541. HOW TO TRAIN YOUR DRAGON. ULTIMATE PLASMA BLAST TOOTHLESS,#6072541. How To Train Your Dragon. Ultimate Plasma Blast Toothless,sin_cantidad,187,False,Varios,,
1277,presentacion,presentacion,G0940. MARVEL. SPIDER-MAN. VENOM VERSUS,G0940. Marvel. Spider-man. Venom Versus,sin_cantidad,187,False,Muñecos,,
1278,presentacion,presentacion,M016P. 16 PLGS. PARED. 3 VELOCIDADES,M016p. 16 Plgs. Pared. 3 Velocidades,sin_cantidad,187,False,Ventiladores,,
1279,presentacion,presentacion,SONY PS4. EA SPORTS. FC 26,Sony Ps4. Ea Sports. Fc 26,sin_cantidad,187,False,Videojuegos,,
1280,presentacion,presentacion,SONY PS5. METAL GEAR SOLID. SNAKE EATER,Sony Ps5. Metal Gear Solid. Snake Eater,sin_cantidad,187,False,Videojuegos,,
1281,presentacion,presentacion,GJR84. BARBIE SPA DE LUJO,Gjr84. Barbie Spa de Lujo,sin_cantidad,186,False,Muñecas,,
1282,presentacion,presentacion,JCA-4424. MARVEL. 44 JUEGOS PARA TODOS,Jca-4424. Marvel. 44 Juegos para Todos,sin_cantidad,186,False,Juegos de Mesa,,
1283,presentacion,presentacion,MS 32DG4504 ATAX. 1.1 PIES CUBICOS. COLOR NEGRO/ACERO,Ms 32dg4504 Atax. 1.1 Pies Cúbicos. Color Negro/acero,sin_cantidad,184,False,Horno de Microondas,,
1284,presentacion,presentacion,PRINCIPE DE GALES. TALLA 6-10 (BOXER. RESORTE EN PRETINA),Principe de Gales. Talla 6-10 (boxer. Resorte en Pretina),sin_cantidad,184,False,Pantalón Escuela Oficial,,
1285,presentacion,presentacion,UN 50DU8000F. 50 PLGS. CRYSTAL. PUERTO USB. SMART TV,Un 50du8000f. 50 Plgs. Crystal. Puerto Usb. Smart Tv.,sin_cantidad,184,False,Pantallas,,
1286,presentacion,presentacion,BLISTER 2 PIEZAS. 8 GR/36GR. C.B. 415304,Blister 2 Piezas. 8 Gr/36gr. C.b. 415304,cantidades_alternativas,183,False,Lápiz Adhesivo,kg,0.008
1287,presentacion,presentacion,CAJA 5000 GRAPAS. ESTANDAR. PUNTA CINCEL,Caja 5000 Grapas. Estándar. Punta Cincel,sin_cantidad,183,False,Grapas,,
1288,presentacion,presentacion,HRK37. BARBIE. CUTIE REVEAL. MUNECA COLORES DE ENSUENO,Hrk37. Barbie. Cutie Reveal. Muñeca Colores de Ensueño,sin_cantidad,183,False,Varios,,
1289,presentacion,presentacion,HYC27. PIZARRON MAGNETICO GATITO DIBUJA CONMIGO O PIZARRON MAGNETICO PERRITO DIBUJA CONMIGO,Hyc27. Pizarrón Magnético Gatito Dibuja Conmigo Ó Pizarrón Magnético Perrito Dibuja Conmigo,sin_cantidad,183,False,Juguetes de Destreza,,
1290,presentacion,presentacion,HYP41. LITTLE PEOPLE. CAMION DE BOMBEROS,Hyp41. Little People. Camión de Bomberos,sin_cantidad,183,False,Motos y Carros Eléctricos,,
1291,presentacion,presentacion,SONY PS5. GOD OF WAR RAGNAROK,Sony Ps5. God Of War Ragnarok,sin_cantidad,183,False,Videojuegos,,
1292,presentacion,presentacion,#6073931. DC NIGHT FLARE BATMAN,#6073931. Dc Night Flare Batman,sin_cantidad,182,False,Muñecos Eléctricos,,
1293,presentacion,presentacion,GDM19. POLLY POCKET. LIMUSINA DE LUJO,Gdm19. Polly Pocket. Limusina de Lujo,sin_cantidad,182,False,Motos y Carros Mecánicos,,
1294,presentacion,presentacion,KD-55X75K. 55 PLGS. LED. PUERTO USB. SMART TV,Kd-55x75k. 55 Plgs. Led. Puerto Usb. Smart Tv.,sin_cantidad,182,False,Pantallas,,
1295,presentacion,presentacion,#6072778. DORA. CASITA SELVATICA EXPLORA Y JUEGA,#6072778. Dora. Casita Sélvatica Explora y Juega,sin_cantidad,181,False,Varios,,
